,ID,Created,Closed,Time To Close (hours),Number of Changed Files,Title,Labels,Labels#,Is Merged,Time to Merge (hours),Base,Descriptions,Open/Closed,Author Name,Updated at,Commits
53,6215,2017-09-19 03:26:03,2017-09-19 04:09:31,0.7244444444444444,1,Killswitch patch,[],0,True,0.7244444444444444,dev,True,closed,,2017-09-19 04:09:31,2
54,6214,2017-09-12 06:00:26,2017-09-12 06:13:07,0.21138888888888888,3,Killswitch and API update,[],0,True,0.21138888888888888,master,True,closed,Jason Hawks,2017-09-12 06:13:07,7
55,6213,2017-09-12 05:20:57,2017-09-12 05:38:32,0.29305555555555557,2,Killswitch changes,[],0,True,0.29305555555555557,dev,True,closed,,2017-09-12 05:38:32,2
56,6212,2017-09-12 04:25:49,2017-09-12 04:32:44,0.11527777777777778,2,Api update to 2.14.0,[],0,True,0.11527777777777778,dev,True,closed,,2017-09-12 04:36:28,3
57,6211,2017-09-10 09:02:19,2017-09-10 09:02:46,0.0075,0,upgrade,[],0,False,,master,True,closed,Jhero,2017-09-10 09:02:46,9
58,6210,2017-09-07 10:00:01,2017-09-10 11:09:21,73.15555555555555,3,Dev merge to master,[],0,True,73.15555555555555,master,True,closed,Simba Zhang,2017-09-10 11:09:21,5
59,6209,2017-08-29 14:04:39,2017-08-29 15:14:18,1.1608333333333334,1,Created a changelog,[],0,True,1.1608333333333334,dev,True,closed,David Westerink,2017-08-29 15:14:18,1
60,6208,2017-08-26 03:29:24,2017-08-26 04:27:37,0.9702777777777778,2,"killswitch addded, bugfixes",[],0,True,0.9702777777777778,dev,True,closed,,2017-08-26 04:27:37,1
61,6207,2017-08-19 05:28:28,2017-08-19 05:47:53,0.3236111111111111,16,Dev merge to master,[],0,True,0.3236111111111111,master,True,closed,Simba Zhang,2017-08-19 05:47:53,43
62,6206,2017-08-19 03:49:15,2017-08-19 03:54:47,0.09222222222222222,3,Killswitch,[],0,True,0.09222222222222222,dev,True,closed,,2017-08-19 03:54:47,4
63,6204,2017-08-17 21:49:50,2017-08-18 06:07:43,8.298055555555555,1,updated web again,[],0,True,8.298055555555555,dev,True,closed,Jason Hawks,2017-08-18 06:07:43,1
64,6203,2017-08-15 09:42:27,2017-08-15 10:36:58,0.9086111111111111,3,Added Golden Razz Berries Support,[],0,True,0.9086111111111111,dev,True,closed,,2017-08-15 10:37:01,4
65,6201,2017-08-11 05:18:35,2017-08-11 05:28:29,0.165,4,Warning Patch & Login Enhancement,[],0,True,0.165,dev,True,closed,,2017-08-11 05:28:29,4
66,6200,2017-08-09 01:48:48,2017-08-09 04:29:16,2.6744444444444446,5,Adding proxy support to the bot,[],0,True,2.6744444444444446,dev,True,closed,Jason Hawks,2017-08-17 21:51:10,5
67,6199,2017-08-06 02:03:23,2017-08-06 02:18:19,0.24888888888888888,1,web update,[],0,True,0.24888888888888888,dev,True,closed,Jason Hawks,2017-08-17 21:51:39,1
68,6197,2017-08-05 10:32:26,2017-08-05 10:42:32,0.16833333333333333,1,Timezone lib,[],0,True,0.16833333333333333,dev,True,closed,Jhero,2017-08-05 10:42:41,1
69,6195,2017-08-05 06:03:21,2017-08-05 06:12:23,0.15055555555555555,1,Read me update,[],0,True,0.15055555555555555,dev,True,closed,,2017-08-05 06:16:35,2
70,6193,2017-08-05 03:45:45,2017-08-05 06:13:29,2.462222222222222,2,Evolve for xp gen2,[],0,True,2.462222222222222,dev,True,closed,,2017-08-05 06:16:21,3
71,6192,2017-08-04 07:05:15,2017-08-04 07:49:11,0.7322222222222222,1,brought web up to date,[],0,True,0.7322222222222222,dev,True,closed,Jason Hawks,2017-08-17 21:51:50,1
72,6191,2017-08-04 03:32:11,2017-08-04 04:03:37,0.5238888888888888,2,Tele snipe change,[],0,True,0.5238888888888888,dev,True,closed,,2017-08-05 03:15:58,2
73,6190,2017-08-04 03:21:16,2017-08-04 03:21:55,0.010833333333333334,0,Rebase,[],0,False,,dev,True,closed,,2017-08-04 03:22:30,2
74,6187,2017-08-03 08:04:12,2017-08-03 11:20:06,3.265,4,Locale by location,[],0,True,3.265,dev,True,closed,,2017-08-04 03:16:30,5
75,6186,2017-08-03 03:53:00,2017-08-03 04:40:58,0.7994444444444444,1,Update Legendary Pokemon Buddy Distance,[],0,True,0.7994444444444444,dev,True,closed,,2017-08-03 07:42:07,2
76,6185,2017-08-02 15:11:42,2017-08-03 17:56:16,26.74277777777778,6,Dev merge to master,[],0,True,26.74277777777778,master,True,closed,Simba Zhang,2017-08-03 17:56:17,19
77,6181,2017-08-02 08:51:49,2017-08-02 12:50:10,3.9725,2,Added optional hash end point,[],0,True,3.9725,dev,True,closed,,2017-08-03 03:41:56,3
78,6180,2017-08-01 22:06:47,2017-08-02 08:58:32,10.8625,2,User Friendly Api warning (Dev),[],0,True,10.8625,dev,True,closed,,2017-08-02 15:04:40,5
79,6179,2017-08-01 22:06:17,2017-08-03 17:56:19,43.833888888888886,2,User Friendly Api Warning (master),[],0,True,43.833888888888886,master,True,closed,,2017-08-03 17:56:20,5
80,6178,2017-08-01 16:52:18,2017-08-01 20:59:23,4.118055555555555,14,Dev,[],0,True,4.118055555555555,master,True,closed,Jhero,2017-08-01 20:59:24,41
81,6176,2017-08-01 10:05:51,2017-08-01 10:11:49,0.09944444444444445,3,Upgraded to 0.69.1 api,[],0,True,0.09944444444444445,dev,True,closed,,2017-08-01 16:48:29,4
82,6175,2017-08-01 09:31:56,2017-08-01 16:02:55,6.516388888888889,1,Added Incense to telegram,[],0,True,6.516388888888889,dev,True,closed,,2017-08-01 16:02:55,2
83,6174,2017-08-01 07:53:04,2017-08-02 08:38:55,24.764166666666668,1,Update Pokemon.json,[],0,False,,dev,True,closed,,2017-08-02 08:38:55,1
84,6173,2017-07-31 13:39:12,2017-07-31 13:50:03,0.18083333333333335,3,Updated Sniper and Telegram Features,[],0,True,0.18083333333333335,dev,True,closed,,2017-07-31 13:50:04,3
85,6172,2017-07-31 06:34:48,2017-07-31 09:45:54,3.185,1,changed runMultiBot.sh to be executable,[],0,True,3.185,dev,True,closed,Jason Hawks,2017-08-17 21:52:02,1
86,6171,2017-07-31 06:23:24,2017-07-31 09:45:32,3.368888888888889,1,clarify some steps in manual install,[],0,True,3.368888888888889,dev,True,closed,Jason Hawks,2017-08-17 21:52:12,1
87,6170,2017-07-31 02:30:04,2017-07-31 06:38:32,4.141111111111111,1,Telegram Settings added,[],0,True,4.141111111111111,dev,True,closed,,2017-08-02 17:12:00,1
88,6169,2017-07-31 02:28:15,2017-07-31 05:06:30,2.6375,1,"new settings, comments added",[],0,True,2.6375,dev,True,closed,,2017-07-31 05:06:30,1
89,6168,2017-07-30 22:15:09,2017-07-31 00:07:40,1.8752777777777778,1,revert multibot shell looping,[],0,True,1.8752777777777778,dev,True,closed,Jason Hawks,2017-08-17 21:52:20,1
90,6167,2017-07-30 21:44:13,2017-07-30 22:16:08,0.5319444444444444,1,Line 46 spelling error.,[],0,True,0.5319444444444444,dev,True,closed,Deleted user,2017-07-30 22:16:08,1
91,6166,2017-07-30 15:03:39,2017-07-30 15:32:51,0.4866666666666667,1,Fixing proxies,[],0,True,0.4866666666666667,dev,True,closed,,2017-07-30 15:32:51,1
92,6165,2017-07-30 09:46:06,2017-07-30 09:56:52,0.17944444444444443,1,Patch 1,[],0,True,0.17944444444444443,dev,True,closed,,2017-07-30 09:56:52,2
93,6164,2017-07-30 09:39:23,2017-07-30 10:03:20,0.39916666666666667,2,Fix pgo requirement in multibot shell,[],0,True,0.39916666666666667,dev,True,closed,Jason Hawks,2017-08-17 21:52:33,5
94,6162,2017-07-29 16:12:51,2017-08-09 22:02:34,269.8286111111111,2,Added only_catch_better_iv and only_catch_better_cp ,[],0,True,269.8286111111111,dev,True,closed,David Westerink,2017-08-09 22:02:34,3
95,6161,2017-07-28 23:14:29,2017-07-29 00:31:25,1.2822222222222222,3,Web folder update and required configuration script updates,[],0,True,1.2822222222222222,dev,True,closed,Jason Hawks,2017-07-29 00:31:25,3
96,6160,2017-07-28 22:43:17,2017-07-29 13:03:38,14.339166666666667,1,fix last_km_awarded error for new account,[],0,True,14.339166666666667,dev,True,closed,Alexus,2017-07-29 13:03:38,2
97,6159,2017-07-28 20:07:20,2017-07-28 20:49:56,0.71,19,Dev merge to master,[],0,True,0.71,master,True,closed,Simba Zhang,2017-07-28 20:49:56,60
98,6156,2017-07-28 05:54:06,2017-07-28 06:02:48,0.145,1,Merlionrock fixed tutorial completion,[],0,True,0.145,dev,True,closed,Jason Hawks,2017-07-28 06:05:02,1
99,6155,2017-07-28 05:05:05,2017-07-28 05:18:38,0.22583333333333333,1,Fixed Multibot Windows Batch File,[],0,True,0.22583333333333333,dev,True,closed,Jason Hawks,2017-07-28 05:18:47,1
100,6153,2017-07-27 12:47:28,2017-07-27 14:14:28,1.45,1,changed logic to check if move_to_fort is stuck,[],0,True,1.45,dev,True,closed,,2017-07-27 14:15:11,1
101,6152,2017-07-27 08:48:09,2017-07-27 08:55:00,0.11416666666666667,1,Revert Changes,[],0,True,0.11416666666666667,dev,True,closed,,2017-07-27 08:55:00,1
102,6151,2017-07-27 05:35:16,2017-07-27 08:13:27,2.636388888888889,4,Updated sniping logic,[],0,True,2.636388888888889,dev,True,closed,,2017-07-27 08:13:27,3
103,6150,2017-07-27 02:26:00,2017-07-27 05:17:21,2.8558333333333334,1,Crvfts patch 1,[],0,True,2.8558333333333334,dev,True,closed,,2017-07-28 04:15:04,3
104,6149,2017-07-27 02:10:01,2017-07-27 02:11:06,0.018055555555555554,1,Update __init__.py,[],0,False,,dev,True,closed,,2017-07-27 02:11:06,1
105,6148,2017-07-26 19:29:01,2017-07-26 19:35:36,0.10972222222222222,1,Limit the log spam to a per 5 min warning,[],0,True,0.10972222222222222,dev,True,closed,David Westerink,2017-08-23 07:55:18,1
106,6147,2017-07-26 17:42:15,2017-07-26 17:48:07,0.09777777777777778,1,"Fix ""exit_on_limit_reached"" error",[],0,True,0.0975,dev,True,closed,,2017-07-26 17:48:07,2
107,6146,2017-07-26 16:29:00,2017-07-26 16:38:46,0.16277777777777777,2,Catch Limiter Bug Fix,[],0,True,0.16277777777777777,dev,True,closed,,2017-07-26 16:38:46,2
108,6145,2017-07-26 15:12:24,2017-07-26 15:49:10,0.6127777777777778,1,Add files via upload,[],0,True,0.6127777777777778,dev,True,closed,,2017-07-26 15:49:10,1
109,6144,2017-07-26 14:40:24,2017-07-26 14:59:49,0.3236111111111111,1,Fixed typo,[],0,True,0.3236111111111111,dev,True,closed,David Westerink,2017-08-23 07:55:19,1
110,6143,2017-07-26 14:33:39,2017-07-26 14:59:10,0.42527777777777775,1,Lowered the default catch limit to 500,[],0,True,0.42527777777777775,dev,True,closed,David Westerink,2017-08-23 07:55:18,1
111,6142,2017-07-26 13:15:08,2017-07-26 13:53:53,0.6458333333333334,1,Improved handling of Daily Catch Limit,[],0,True,0.6458333333333334,dev,True,closed,David Westerink,2017-08-23 07:55:17,3
112,6141,2017-07-26 07:03:08,2017-07-26 07:04:31,0.023055555555555555,0,Merge pull request #6102 from PokemonGoF/dev,[],0,False,,dev,True,closed,Jhero,2017-07-26 07:04:31,1
113,6140,2017-07-26 07:03:08,2017-07-26 08:02:45,0.9936111111111111,2,Dev,[],0,True,0.9936111111111111,dev,True,closed,,2017-07-26 08:02:51,3
114,6139,2017-07-26 03:17:12,2017-07-26 05:56:15,2.6508333333333334,1,Ignore legendaries for in gyms,[],0,True,2.6508333333333334,dev,True,closed,,2017-07-26 05:56:15,2
115,6138,2017-07-26 00:50:43,2017-07-26 02:57:08,2.1069444444444443,8,Dev,[],0,True,2.1069444444444443,dev,True,closed,,2017-07-26 02:57:08,7
116,6137,2017-07-25 23:08:03,2017-07-25 23:39:51,0.53,5,Dev,[],0,True,0.53,dev,True,closed,,2017-07-26 02:55:39,2
117,6136,2017-07-25 22:18:49,2017-07-25 23:40:38,1.363611111111111,1,Fix now correct for #6123,[],0,True,1.363611111111111,dev,True,closed,,2017-07-25 23:41:41,7
118,6135,2017-07-25 20:40:03,2017-07-25 23:50:06,3.1675,1,Update Windows manual_installation,[],0,True,3.1675,dev,True,closed,Jhero,2017-07-26 09:42:07,1
119,6134,2017-07-25 18:52:12,2017-07-25 19:35:03,0.7141666666666666,1,Update windows manual instalation.md,[],0,False,,dev,True,closed,Jhero,2017-07-25 19:35:03,2
120,6133,2017-07-25 14:39:21,2017-07-25 14:56:13,0.2811111111111111,3,Smart pinap function,[],0,True,0.2811111111111111,dev,True,closed,,2017-07-25 15:37:40,5
121,6132,2017-07-25 13:16:52,2017-07-25 13:37:20,0.3411111111111111,1,added map config in setup.sh,[],0,True,0.3411111111111111,dev,True,closed,Jason Hawks,2017-07-25 13:46:40,1
122,6130,2017-07-25 10:05:48,2017-07-25 12:43:25,2.6269444444444443,1,Setup.sh install now configures the map,[],0,False,,dev,True,closed,Jason Hawks,2017-07-25 13:27:40,3
123,6128,2017-07-25 09:30:32,2017-07-25 10:23:27,0.8819444444444444,3,Updated Catch Limiter,[],0,True,0.8816666666666667,dev,True,closed,,2017-07-25 10:23:27,3
124,6127,2017-07-25 08:00:52,2017-07-25 09:28:14,1.4561111111111111,2,Update and fixs typo consistence,[],0,True,1.4561111111111111,dev,True,closed,Jhero,2017-07-25 09:28:14,2
125,6126,2017-07-25 01:15:38,2017-07-25 02:05:35,0.8325,1,Bot demo image,[],0,True,0.8325,dev,True,closed,Jason Hawks,2017-07-25 02:23:42,2
126,6125,2017-07-24 22:28:52,2017-07-24 23:15:35,0.7786111111111111,1,Fixing #6123,[],0,True,0.7783333333333333,dev,True,closed,,2017-07-25 22:17:19,2
127,6124,2017-07-24 11:26:15,2017-07-24 12:41:30,1.2541666666666667,2,Map update,[],0,True,1.2541666666666667,dev,True,closed,Jason Hawks,2017-07-24 13:09:38,2
128,6122,2017-07-24 09:17:11,2017-07-24 09:37:40,0.3413888888888889,2,Cleanup manual install document and fix windows updater batch file,[],0,True,0.3413888888888889,dev,True,closed,Jason Hawks,2017-07-24 13:10:23,2
129,6121,2017-07-24 07:17:02,2017-07-24 07:21:21,0.07194444444444445,1,Update run.sh with version change,[],0,True,0.07194444444444445,dev,True,closed,,2017-07-24 07:21:22,3
130,6119,2017-07-24 03:08:53,2017-07-25 22:55:18,43.77361111111111,24,Merge Dev to Master,[],0,True,43.77361111111111,master,True,closed,,2017-07-25 22:55:19,59
131,6118,2017-07-23 21:24:21,2017-07-24 00:58:42,3.5725,2,Forcing PGO Api upgrade,[],0,True,3.5725,dev,True,closed,,2017-07-24 02:32:56,2
132,6117,2017-07-23 18:37:11,2017-07-23 19:55:34,1.3063888888888888,2,Fixing some freezing issues,[],0,True,1.3063888888888888,dev,True,closed,,2017-07-23 19:55:34,1
133,6114,2017-07-23 15:04:06,2017-07-23 15:52:34,0.8077777777777778,1,Hotfix 2 for gyms,[],0,True,0.8077777777777778,dev,True,closed,,2017-07-23 15:52:34,2
134,6113,2017-07-23 14:32:07,2017-07-23 14:37:22,0.0875,1,Hotfixing gympokemon. Application crahses when deploying a pokemon,[],0,True,0.0875,dev,True,closed,,2017-07-23 14:37:22,4
135,6112,2017-07-23 03:24:11,2017-07-25 23:48:23,68.40333333333334,1,Ignore legendaries for in gyms,[],0,False,,dev,True,closed,David Westerink,2017-07-25 23:48:23,2
136,6111,2017-07-23 01:54:23,2017-07-23 04:33:29,2.651666666666667,1,Changed the names of some parameters,[],0,True,2.651666666666667,dev,True,closed,David Westerink,2017-08-23 07:55:19,1
137,6110,2017-07-23 01:49:13,2017-07-23 04:34:47,2.7594444444444446,1,Notify of shortage once and dont heal max health Pokemon,[],0,True,2.7594444444444446,dev,True,closed,David Westerink,2017-08-23 07:55:18,1
138,6109,2017-07-23 01:46:47,2017-07-23 04:34:29,2.795,3,Gym changes,[],0,True,2.795,dev,True,closed,David Westerink,2017-08-23 08:03:56,3
139,6107,2017-07-22 07:51:48,2017-07-22 08:02:57,0.18583333333333332,1,Fix install readme,[],0,True,0.18583333333333332,dev,True,closed,Jason Hawks,2017-07-24 13:31:44,2
140,6106,2017-07-22 06:23:28,2017-07-22 06:30:09,0.11138888888888888,1,Removing slack mention from Readme,[],0,True,0.11138888888888888,dev,True,closed,Jason Hawks,2017-07-24 13:31:48,1
141,6105,2017-07-22 05:51:24,2017-07-22 06:24:32,0.5522222222222222,7,"Cleanup encrypt references in linux, mac and docker setups",[],0,True,0.5522222222222222,dev,True,closed,Jason Hawks,2017-07-24 13:31:55,1
142,6103,2017-07-21 08:42:25,2017-07-21 08:50:26,0.13361111111111112,2,removed encrypt references from batch files,[],0,True,0.13333333333333333,dev,True,closed,Jason Hawks,2017-07-25 01:33:57,1
143,6102,2017-07-20 12:14:56,2017-07-20 21:33:24,9.307777777777778,4,Implementing Eventmanager for Web-ui.,[],0,True,9.307777777777778,master,True,closed,,2017-07-20 21:33:24,11
144,6101,2017-07-19 15:59:28,2017-07-19 16:38:33,0.6513888888888889,4,Add: Web-ui status messages in a json file,[],0,True,0.6513888888888889,dev,True,closed,,2017-07-19 16:38:33,9
145,6100,2017-07-19 15:38:46,2017-07-19 15:57:39,0.31472222222222224,4,Add: Web-ui status messages in a json file,[],0,False,,dev,True,closed,,2017-07-19 15:57:39,4
146,6097,2017-07-18 20:38:12,2017-07-18 23:13:47,2.5930555555555554,16,Dev merge to master,[],0,True,2.5930555555555554,master,True,closed,Simba Zhang,2017-07-18 23:13:47,55
147,6096,2017-07-18 17:33:34,2017-07-18 17:40:02,0.10777777777777778,1,Quick fix,[],0,True,0.10777777777777778,dev,True,closed,David Westerink,2017-07-18 20:03:11,1
148,6095,2017-07-18 10:41:44,2017-07-18 21:40:05,10.9725,1,Update README.md,[],0,True,10.9725,dev,True,closed,Jhero,2017-07-18 21:40:05,1
149,6093,2017-07-18 08:55:31,2017-07-18 09:12:10,0.2775,1,Fixing missed events,[],0,True,0.2775,dev,True,closed,David Westerink,2017-08-23 07:55:17,1
150,6092,2017-07-18 07:15:54,2017-07-18 07:22:32,0.11055555555555556,3,Move to fort and gyms,[],0,True,0.11055555555555556,dev,True,closed,David Westerink,2017-08-23 07:55:18,3
151,6091,2017-07-18 06:56:35,2017-07-18 07:27:06,0.5086111111111111,7,0.67.2 and gym support,[],0,True,0.5086111111111111,dev,True,closed,,2017-07-18 07:27:06,26
